,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ssd,hdd,flash,hybrid,Resolution,PPI
662,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,28504.8,0,500,0,0,1920x1080,141.21
663,HP,Notebook,15.6,Intel,6.0,AMD Radeon,Windows 10,2.04,28717.92,0,1024,0,0,1920x1080,141.21
664,MSI,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.7,79215.1056,128,1024,0,0,1920x1080,127.34
665,Toshiba,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,26533.44,128,0,0,0,1366x768,100.45
666,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.06,50882.4,0,1024,0,0,1920x1080,141.21
667,HP,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.1,39693.6,0,1024,0,0,1920x1080,141.21
668,Toshiba,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,67026.23999999999,256,0,0,0,1920x1080,141.21
669,Acer,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.1,21951.36,128,0,0,0,1366x768,100.45
670,Microsoft,Ultrabook,13.5,Intel,8.0,Intel Iris Plus,Windows 10 S,1.252,99519.048,256,0,0,0,2256x1504,200.84
671,Lenovo,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,1.9,43580.376,128,1024,0,0,1920x1080,141.21
672,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.3,55091.52,256,0,0,0,1920x1080,165.63
673,Lenovo,Notebook,15.6,AMD,4.0,AMD Radeon,Windows 10,2.2,18594.72,128,0,0,0,1366x768,100.45
674,HP,2 in 1 Convertible,14.0,Intel,4.0,Nvidia,Windows 10,1.63,37242.72,128,0,0,0,1920x1080,157.35
675,MSI,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.4,68944.31999999999,256,1024,0,0,1920x1080,141.21
676,Asus,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.1,60472.8,256,0,0,0,1920x1080,157.35
677,HP,2 in 1 Convertible,11.6,Intel,8.0,Intel HD,Chrome OS,1.4,26373.6,0,0,64,0,1366x768,135.09
678,LG,Ultrabook,15.6,Intel,8.0,Intel HD,Windows 10,1.09,122490.72,512,0,0,0,1920x1080,141.21
679,Acer,Gaming,15.6,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.5,69210.72,256,0,0,0,1920x1080,141.21
680,MSI,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.2,53168.112,256,0,0,0,1920x1080,141.21
681,Asus,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.86,22324.32,128,0,0,0,1366x768,100.45
682,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,3.21,109277.28,128,1024,0,0,1920x1080,141.21
683,HP,Notebook,17.3,Intel,4.0,AMD Radeon,Windows 10,2.5,37242.72,256,0,0,0,1920x1080,127.34
684,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel UHD,Windows 10,1.19,79866.72,512,0,0,0,1920x1080,165.63
685,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,3.49,149916.6,256,1024,0,0,1920x1080,141.21
686,HP,Notebook,15.6,Intel,4.0,AMD,Windows 10,1.86,32639.8608,0,500,0,0,1366x768,100.45
687,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Windows 10,2.2,29073.297599999994,0,1024,0,0,1366x768,100.45
688,HP,Notebook,17.3,AMD,6.0,AMD Radeon,Windows 10,2.65,30316.32,0,2048,0,0,1920x1080,127.34
689,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,16943.04,0,500,0,0,1366x768,100.45
690,Acer,Notebook,14.0,Intel,4.0,Intel HD,Chrome OS,1.45,19980.0,0,0,32,0,1366x768,111.94
691,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.7,37242.72,256,0,0,0,1920x1080,157.35
692,HP,Workstation,17.3,Intel,8.0,Nvidia,Windows 10,3.14,101657.7072,0,500,0,0,1920x1080,127.34
693,Lenovo,2 in 1 Convertible,14.0,Intel,8.0,Intel HD,Windows 10,1.42,137995.19999999998,256,0,0,0,2560x1440,209.8
694,Toshiba,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.5,51841.44,256,0,0,0,1920x1080,165.63
695,Acer,Netbook,11.6,Intel,4.0,Intel,Windows 10,1.4,14332.32,0,0,32,0,1366x768,135.09
696,Lenovo,2 in 1 Convertible,14.0,Intel,16.0,Intel HD,Windows 10,1.38,93186.72,512,0,0,0,1920x1080,157.35
697,Asus,2 in 1 Convertible,12.5,Intel,4.0,Intel HD,Chrome OS,1.2,35644.32,0,0,64,0,1920x1080,176.23
698,Toshiba,Ultrabook,13.3,Intel,16.0,Intel HD,Windows 10,1.36,100006.56,512,0,0,0,1920x1080,165.63
699,HP,Notebook,15.6,Intel,4.0,AMD,Windows 10,2.1,36709.92,0,500,0,0,1920x1080,141.21
700,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.56,43636.32,0,1024,0,0,1920x1080,141.21
701,Lenovo,Notebook,15.6,AMD,4.0,AMD,Windows 10,2.2,21258.72,256,0,0,0,1920x1080,141.21
702,Lenovo,Notebook,15.6,AMD,8.0,AMD,Windows 10,2.2,22857.12,0,1024,0,0,1366x768,100.45
703,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,33110.856,0,2048,0,0,1920x1080,141.21
704,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.9,23976.0,0,500,0,0,1366x768,100.45
705,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.18,42357.6,256,0,0,0,1920x1080,141.21
706,Acer,2 in 1 Convertible,13.3,Intel,8.0,Intel UHD,Windows 10,1.6,53226.72,256,0,0,0,1920x1080,165.63
707,Lenovo,Workstation,15.6,Intel,16.0,Nvidia,Windows 7,2.18,98834.4,512,0,0,0,1920x1080,141.21
708,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.8,63456.48,256,0,0,0,1920x1080,157.35
709,HP,Notebook,17.3,AMD,6.0,AMD,Windows 10,2.71,34898.932799999995,0,2048,0,0,1920x1080,127.34
710,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce GTX,Windows 10,2.5,66546.72,128,1024,0,0,1920x1080,141.21
711,Dell,Notebook,14.0,Intel,8.0,Nvidia,Linux,1.64,58021.92,256,0,0,0,1920x1080,157.35
712,Dell,Notebook,15.6,Intel,8.0,Intel HD,Linux,1.98,38681.28,0,1024,0,0,1920x1080,141.21
713,Asus,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.5,15877.44,0,0,32,0,1920x1080,157.35
714,Dell,Notebook,15.6,Intel,16.0,Intel HD,Windows 10,1.93,76012.44480000001,512,0,0,0,1920x1080,141.21
715,Lenovo,Notebook,14.0,Intel,8.0,Nvidia,Windows 10,1.87,45664.6896,256,0,0,0,1920x1080,157.35
716,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.9,62817.12,256,0,0,0,1920x1080,141.21
717,Lenovo,Notebook,15.6,AMD,4.0,AMD,Windows 10,2.19,15877.44,0,500,0,0,1366x768,100.45
718,Mediacom,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.4,14119.2,0,32,0,0,1920x1200,161.73
719,HP,Notebook,17.3,Intel,8.0,Nvidia,Windows 10,2.63,63936.0,256,0,0,0,1920x1080,127.34
720,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.17,89864.1792,512,0,0,0,2560x1440,209.8
721,HP,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.58,44574.048,256,0,0,0,1366x768,117.83
722,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.32,79866.72,256,0,0,0,1920x1080,157.35
723,Dell,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.36,194972.832,1024,1024,0,0,3840x2160,254.67
724,MSI,Gaming,17.3,Intel,8.0,Nvidia GeForce GTX,Windows 10,2.7,71847.0144,128,1024,0,0,1920x1080,127.34
725,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.9,26101.872,0,1024,0,0,1366x768,100.45
726,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.2,38308.32,128,1024,0,0,1920x1080,141.21
727,Dell,2 in 1 Convertible,13.3,Intel,4.0,Intel HD,Windows 10,1.71,34578.72,0,1024,0,0,1920x1080,165.63
728,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Linux,2.32,31409.6256,0,1024,0,0,1366x768,100.45
729,HP,Notebook,15.6,AMD,4.0,AMD,Windows 10,2.1,26053.92,0,1024,0,0,1920x1080,141.21
730,Acer,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.2,103096.8,128,1024,0,0,1920x1080,127.34
731,Dell,Notebook,15.6,Intel,12.0,Intel HD,Windows 10,2.25,34578.72,0,1024,0,0,1366x768,100.45
732,HP,Notebook,15.6,AMD,6.0,AMD,Windows 10,2.1,34632.0,128,1024,0,0,1920x1080,141.21
733,Acer,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.4,29783.52,0,500,0,0,1366x768,100.45
734,Lenovo,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.44,51148.8,256,0,0,0,1920x1080,165.63
735,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.85,41505.12,0,1024,0,0,1920x1080,141.21
736,HP,Workstation,15.6,Intel,16.0,Nvidia,Windows 10,2.6,128884.32,256,0,0,0,1920x1080,141.21
737,Dell,2 in 1 Convertible,13.3,Intel,8.0,Intel UHD,Windows 10,1.55,35111.52,0,1024,0,0,1920x1080,165.63
738,MSI,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,1.8,111593.8944,256,1024,0,0,1920x1080,141.21
739,Acer,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.4,21887.424,0,500,0,0,1366x768,100.45
740,Dell,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.0,64308.96,128,1024,0,0,1920x1080,141.21
741,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,35431.2,256,0,0,0,1366x768,100.45
742,Toshiba,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.25,81784.8,256,0,0,0,1920x1080,157.35
743,Lenovo,2 in 1 Convertible,14.0,Intel,8.0,Intel HD,Windows 10,1.7,53226.72,256,0,0,0,1920x1080,157.35
744,Lenovo,Workstation,15.6,Intel,16.0,Nvidia,Windows 10,2.5,175770.72,1024,0,0,0,3840x2160,282.42
745,Acer,Notebook,14.0,Intel,2.0,Intel HD,Chrome OS,1.68,17582.399999999998,0,0,32,0,1366x768,111.94
746,Samsung,Ultrabook,13.3,Intel,16.0,Intel HD,Windows 10,0.81,87858.72,256,0,0,0,1920x1080,165.63
747,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.86,28717.92,256,0,0,0,1920x1080,141.21
748,Dell,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.6,60031.1088,256,0,0,0,1366x768,111.94
750,Lenovo,Netbook,11.6,Intel,4.0,Intel HD,Windows 10,1.4,25308.0,128,0,0,0,1366x768,135.09
751,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.84,101232.0,256,0,0,0,1920x1080,141.21
752,Asus,Notebook,15.6,Intel,4.0,Nvidia GeForce,No OS,2.45,30849.12,0,1024,0,0,1366x768,100.45
753,Lenovo,Ultrabook,14.0,Intel,4.0,Intel HD,Windows 10,1.7,58394.88,180,0,0,0,1920x1080,157.35
754,Asus,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.37,45282.672,256,0,0,0,1366x768,100.45
755,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.3,63882.72,256,0,0,0,3200x1800,276.05
756,HP,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.2,58554.72,128,1024,0,0,1920x1080,141.21
757,HP,Workstation,15.6,Intel,8.0,Nvidia,Windows 7,2.59,83170.08,256,0,0,0,1920x1080,141.21
758,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,4.42,152859.7872,256,1024,0,0,3840x2160,282.42
759,Acer,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,31914.72,256,0,0,0,1366x768,100.45
760,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.5,55837.44,128,1024,0,0,1920x1080,141.21
761,Dell,Ultrabook,12.5,Intel,16.0,Intel HD,Windows 10,1.18,99047.52,256,0,0,0,1920x1080,176.23
762,Google,Ultrabook,12.3,Intel,8.0,Intel HD,Chrome OS,1.1,83063.52,256,0,0,0,2400x1600,234.51
763,Asus,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.2,60153.12,256,0,0,0,3200x1800,276.05
764,Dell,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.65,45234.72,0,500,0,0,1366x768,117.83
765,Acer,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.6,34898.4,128,0,0,0,1366x768,117.83
766,Asus,Notebook,17.3,Intel,4.0,Nvidia,Windows 10,2.8,25059.715199999995,0,1024,0,0,1366x768,90.58
767,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.72,58554.72,128,1024,0,0,3840x2160,282.42
768,Samsung,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.31,85194.72,256,0,0,0,1920x1080,165.63
769,Acer,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.1,15877.44,0,1024,0,0,1366x768,100.45
770,Dell,Notebook,15.6,Intel,16.0,AMD Radeon,Windows 10,2.3,62938.0656,256,0,0,0,1920x1080,141.21
771,Samsung,2 in 1 Convertible,15.0,Intel,16.0,AMD,Windows 10,1.71,95850.72,256,0,0,0,1920x1080,146.86
772,Toshiba,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.75,54345.6,128,0,0,0,1366x768,111.94
773,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.62,58554.72,0,1024,0,0,1920x1080,141.21
774,HP,Ultrabook,12.5,Intel,4.0,Intel HD,Windows 10,1.26,66280.31999999999,256,0,0,0,1366x768,125.37
775,Asus,2 in 1 Convertible,15.6,Intel,12.0,Nvidia,Windows 10,2.3,44701.92,0,2048,0,0,1920x1080,141.21
776,Lenovo,Notebook,15.6,Intel,16.0,Nvidia,Windows 7,2.5,126273.6,512,0,0,0,3840x2160,282.42
777,Acer,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.8,33886.08,128,0,0,0,1920x1080,157.35
778,Razer,Gaming,14.0,Intel,16.0,Nvidia GeForce,Windows 10,1.95,154458.72,512,0,0,0,1920x1080,157.35
779,Asus,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,31003.632,128,0,0,0,1920x1080,141.21
780,Dell,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.42,191211.264,1024,1024,0,0,1920x1080,127.34
781,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.3,125208.0,256,1024,0,0,1920x1080,127.34
782,Toshiba,Ultrabook,14.0,Intel,16.0,Nvidia,Windows 10,1.47,93985.92,512,0,0,0,1920x1080,157.35
783,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,No OS,2.2,17529.12,0,1024,0,0,1366x768,100.45
784,Lenovo,Ultrabook,14.0,Intel,16.0,Intel HD,Windows 10,1.7,122490.72,512,0,0,0,1920x1080,157.35
785,MSI,Gaming,14.0,Intel,16.0,Nvidia GeForce,Windows 10,1.6,100752.48,256,1024,0,0,1920x1080,157.35
786,MSI,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.2,58021.92,128,1024,0,0,1920x1080,141.21
787,Lenovo,Gaming,15.6,Intel,4.0,Nvidia GeForce,Windows 10,2.4,53226.72,0,1024,0,0,1920x1080,141.21
788,Acer,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.2,122490.72,256,1024,0,0,1920x1080,127.34
789,Dell,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.62,52480.8,256,0,0,0,1920x1080,141.21
790,Asus,Gaming,15.6,Intel,8.0,Nvidia,Windows 10,2.24,71341.92,128,1024,0,0,1920x1080,141.21
791,Vero,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.22,10810.512,0,0,32,0,1920x1080,157.35
792,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.37,104961.6,512,0,0,0,1920x1080,165.63
793,Lenovo,2 in 1 Convertible,15.6,Intel,8.0,AMD Radeon,Windows 10,2.08,51095.52,256,0,0,0,1920x1080,141.21
794,Apple,Ultrabook,12.0,Intel,8.0,Intel HD,Mac OS X,0.92,62071.2,0,0,512,0,2304x1440,226.42
795,Lenovo,2 in 1 Convertible,14.0,Intel,8.0,Intel HD,Windows 10,1.42,124142.4,256,0,0,0,2560x1440,209.8
796,Asus,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.63,15930.72,0,0,32,0,1366x768,111.94
797,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.95,43156.8,128,0,0,0,1366x768,100.45
798,Lenovo,2 in 1 Convertible,13.9,Intel,8.0,Intel HD,Windows 10,1.38,71874.72,256,0,0,0,1920x1080,158.48
799,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.0,39373.92,256,0,0,0,1920x1080,141.21
800,HP,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,3.14,110017.872,256,0,0,0,1920x1080,141.21
801,Asus,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.37,58554.72,256,0,0,0,1920x1080,141.21
802,Dell,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.29,79866.72,256,0,0,0,1920x1080,165.63
803,Dell,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.06,93186.72,256,0,0,0,3840x2160,282.42
804,Dell,Netbook,11.6,Intel,4.0,Intel HD,Windows 10,1.63,39640.32,128,0,0,0,1366x768,135.09
805,HP,Netbook,12.5,Intel,8.0,Intel HD,Windows 10,1.26,74005.92,256,0,0,0,1366x768,125.37
806,Toshiba,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,41558.4,0,500,0,0,1366x768,100.45
807,HP,Notebook,15.6,AMD,8.0,AMD Radeon,Windows 10,2.04,33513.119999999995,0,2048,0,0,1366x768,100.45
808,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.62,89457.12,512,0,0,0,3840x2160,282.42
809,Lenovo,Notebook,15.6,Intel,4.0,Nvidia,Windows 10,2.4,32447.52,0,1024,0,0,1920x1080,141.21
810,HP,Gaming,17.3,Intel,12.0,AMD Radeon,Windows 10,3.74,93186.72,0,1024,0,0,1920x1080,127.34
811,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.9,128671.2,512,1024,0,0,1920x1080,127.34
812,Samsung,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,0.81,79866.72,256,0,0,0,1920x1080,165.63
813,Dell,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,1.98,51202.08,0,1024,0,0,1920x1080,141.21
814,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,2.18,42081.0768,256,0,0,0,1920x1080,141.21
815,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.32,99047.52,256,0,0,0,1920x1080,157.35
817,HP,Netbook,11.6,Intel,4.0,Intel HD,Chrome OS,1.23,20512.8,0,0,16,0,1366x768,135.09
818,Dell,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.36,133467.4656,128,1024,0,0,1920x1080,127.34
819,Dell,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.76,40226.4,0,500,0,0,1366x768,111.94
820,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,26101.872,0,500,0,0,1366x768,100.45
821,Toshiba,Ultrabook,14.0,Intel,4.0,Intel HD,Windows 10,1.25,58075.2,128,0,0,0,1366x768,111.94
822,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.13,133146.72,512,0,0,0,1920x1080,157.35
823,MSI,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.4,63882.72,256,0,0,0,1920x1080,141.21
824,Lenovo,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.13,99900.0,0,0,256,0,1920x1080,157.35
825,Toshiba,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.75,26586.72,128,0,0,0,1366x768,111.94
826,Asus,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.1,72354.23999999999,256,0,0,0,1920x1080,165.63
827,Dell,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.76,31168.8,0,500,0,0,1366x768,111.94
828,Acer,Netbook,11.6,Intel,4.0,Intel HD,Chrome OS,1.35,18914.4,0,0,32,0,1366x768,135.09
829,Acer,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.5,32980.32,128,0,0,0,1920x1080,157.35
831,Lenovo,Ultrabook,14.0,Intel,16.0,Intel HD,Windows 10,1.1,111834.72,512,0,0,0,2560x1440,209.8
832,Asus,Notebook,15.6,Intel,4.0,Nvidia,Linux,2.1,27652.32,0,1024,0,0,1920x1080,141.21
833,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.7,63190.08,256,0,0,0,1920x1080,157.35
834,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.32,87912.0,256,0,0,0,1920x1080,157.35
835,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,3.21,147832.28639999998,256,1024,0,0,1920x1080,141.21
836,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.9,128884.32,256,1024,0,0,1920x1080,127.34
837,Toshiba,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.0,35644.32,0,500,0,0,1366x768,100.45
838,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Chrome OS,1.5,17316.0,0,0,16,0,1366x768,111.94
839,Asus,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.3,31435.2,0,128,0,0,1920x1080,141.21
840,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,2.73,95850.72,512,1024,0,0,1920x1080,127.34
841,Dell,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.42,163723.57919999998,512,1024,0,0,1920x1080,127.34
842,HP,Notebook,17.3,Intel,8.0,Nvidia,Windows 10,2.63,48484.8,0,1024,0,0,1600x900,106.11
843,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.18,38041.3872,128,0,0,0,1366x768,100.45
844,HP,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 7,1.54,99633.6,512,0,0,0,1920x1080,157.35
845,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Windows 10,2.18,39373.92,256,0,0,0,1920x1080,141.21
846,HP,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Chrome OS,1.4,32767.2,0,0,32,0,1366x768,135.09
847,Asus,Ultrabook,13.3,Intel,8.0,Nvidia,Windows 10,1.45,54665.28,512,0,0,0,1920x1080,165.63
848,HP,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.28,121318.56,256,0,0,0,1920x1080,165.63
849,HP,Ultrabook,14.0,Intel,8.0,Intel HD,Windows 10,1.54,78215.04,512,0,0,0,1920x1080,157.35
850,HP,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.86,15930.72,128,0,0,0,1366x768,100.45
851,Asus,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.1,101178.72,128,1024,0,0,1920x1080,141.21
852,Dell,Notebook,17.3,Intel,8.0,AMD Radeon,Linux,2.83,46087.2,0,1024,0,0,1920x1080,127.34
853,Lenovo,Ultrabook,14.0,Intel,8.0,Nvidia GeForce,Windows 10,1.96,101391.84,256,0,0,0,1920x1080,157.35
854,Asus,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.3,41931.36,256,0,0,0,1920x1080,141.21
855,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.9,50349.6,128,0,0,0,1920x1080,141.21
856,Asus,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.0,23922.72,0,1024,0,0,1366x768,100.45
857,HP,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.28,136343.52,256,0,0,0,1920x1080,165.63
858,Dell,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.62,34578.72,0,1024,0,0,1920x1080,165.63
859,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,2.2,24988.32,0,1024,0,0,1920x1080,141.21
860,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.3,45323.1648,0,1024,0,0,1920x1080,141.21
861,HP,Notebook,15.6,Intel,8.0,AMD Radeon,Windows 10,1.84,71874.72,256,0,0,0,1920x1080,141.21
862,Toshiba,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.05,68464.8,128,0,0,0,1920x1080,165.63
863,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,No OS,2.5,54185.76,0,1024,0,0,1920x1080,141.21
864,Dell,Ultrabook,13.3,Intel,16.0,Intel Iris Plus,Windows 10,1.29,119347.2,512,0,0,0,3200x1800,276.05
865,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.07,48484.8,0,500,0,0,1920x1080,141.21
866,Toshiba,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.2,58341.6,256,0,0,0,1366x768,117.83
867,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.37,103896.0,256,0,0,0,1920x1080,165.63
868,Acer,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.56,48058.56,256,0,0,0,1920x1080,157.35
869,Dell,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,2.23,94731.84,0,1024,0,0,1920x1080,141.21
870,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.38,56210.4,0,500,0,0,1366x768,100.45
871,Lenovo,Notebook,15.6,Intel,4.0,AMD Radeon,No OS,2.2,25521.12,0,1024,0,0,1920x1080,141.21
872,Toshiba,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,73952.64,256,0,0,0,1920x1080,141.21
873,Lenovo,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.44,39160.8,180,0,0,0,1920x1080,165.63
874,Samsung,Ultrabook,15.0,Intel,16.0,Nvidia,Windows 10,1.23,98514.72,256,0,0,0,1920x1080,146.86
875,Dell,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.6,90043.2,256,0,0,0,1920x1080,176.23
876,Asus,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.0,21258.1872,0,1024,0,0,1366x768,100.45
877,Xiaomi,Ultrabook,13.3,Intel,8.0,Nvidia,Windows 10,1.28,49816.8,256,0,0,0,1920x1080,165.63
878,Dell,Notebook,15.6,Intel,4.0,Nvidia,Windows 10,2.18,48618.0,128,1024,0,0,1920x1080,141.21
879,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.04,44701.92,256,0,0,0,1920x1080,141.21
